season,week,celebrity_name,judge_total,judge_rank_in_week,week_valid,ballroom_partner,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,results,placement,elimination_week,relative_judge_score,cumulative_average,trend,is_bottom_2_judge,week_result_score,residual,fan_vote_share,uncertainty_lower,uncertainty_upper,uncertainty_range
1,1,Evander Holyfield,180.0,2.0,True,Edyta Sliwinska,Athlete,42,Alabama,United States,Eliminated Week 3,5,3,-0.0614063438486339,0.0,,True,-0.6690496289808846,-1.6828721331547385,0.14386330084739524,0.14386330084739526,0.14386330084739524,-2.7755575615628914e-17
1,2,Evander Holyfield,140.0,6.0,True,Edyta Sliwinska,Athlete,42,Alabama,United States,Eliminated Week 3,5,3,-1.3870232926631427,180.0,-40.0,True,-0.6690496289808846,0.17821133950792944,0.16248970520373437,0.1624897052037344,0.1624897052037344,0.0
1,3,Evander Holyfield,130.0,5.0,True,Edyta Sliwinska,Athlete,42,Alabama,United States,Eliminated Week 3,5,3,-0.479632096879272,160.0,-10.0,True,-1.3156767939059373,-1.1117930728188483,0.1750637008377556,0.17506370083775558,0.17506370083775558,0.0
1,1,Joey McIntyre,200.0,1.0,True,Ashly DelGrosso,Singer/Rapper,32,Massachusetts,United States,3rd Place,3,999,0.675469782334978,0.0,,False,0.6690496289808847,-0.9288798779290988,0.15512989132855082,0.15512989132855085,0.15512989132855082,-2.7755575615628914e-17
1,2,Joey McIntyre,210.0,3.0,True,Ashly DelGrosso,Singer/Rapper,32,Massachusetts,United States,3rd Place,3,999,0.1874355800896141,200.0,10.0,False,0.6690496289808847,-0.02792409943634111,0.15917450295662525,0.15917450295662527,0.15917450295662527,0.0
1,3,Joey McIntyre,220.0,3.0,True,Ashly DelGrosso,Singer/Rapper,32,Massachusetts,United States,3rd Place,3,999,0.4453726613878956,205.0,10.0,False,0.38946476676172315,-0.3887476685960908,0.1881904445283645,0.18819044452836445,0.18819044452836445,0.0
1,4,Joey McIntyre,200.0,4.0,True,Ashly DelGrosso,Singer/Rapper,32,Massachusetts,United States,3rd Place,3,999,0.3858638550261196,210.0,-20.0,True,0.0,-0.4093876565429082,0.23905158786908937,0.23905158786908934,0.23905158786908937,2.7755575615628914e-17
1,1,John O'Hurley,200.0,1.0,True,Charlotte Jorgensen,Actor/Actress,50,Maine,United States,2nd Place,2,999,0.675469782334978,0.0,,False,1.5339303599259546,-0.06399914698402887,0.16914407180660623,0.16914407180660623,0.16914407180660623,0.0
1,2,John O'Hurley,260.0,1.0,True,Charlotte Jorgensen,Actor/Actress,50,Maine,United States,2nd Place,2,999,1.3120490606272976,200.0,60.0,False,1.5339303599259546,-0.21967793931172208,0.1561513484484344,0.1561513484484344,0.1561513484484344,0.0
1,3,John O'Hurley,240.0,2.0,True,Charlotte Jorgensen,Actor/Actress,50,Maine,United States,2nd Place,2,999,0.6509292743361552,230.0,-20.0,False,1.3156767939059364,0.1291292624621978,0.19819316699623818,0.19819316699623815,0.19819316699623812,-2.7755575615628914e-17
1,4,John O'Hurley,210.0,3.0,True,Charlotte Jorgensen,Actor/Actress,50,Maine,United States,2nd Place,2,999,0.468548966817431,233.33333333333331,-30.0,False,1.0360919316867758,0.25723902093356654,0.2555305687161493,0.25553056871614926,0.25553056871614926,0.0
1,1,Kelly Monaco,130.0,3.0,True,Alec Mazo,Actor/Actress,29,Pennsylvania,United States,1st Place,1,999,-1.903596659307664,0.0,,True,4.110873864173305,4.034399945461279,0.25482849669236884,0.25482849669236896,0.25482849669236884,-1.1102230246251565e-16
1,2,Kelly Monaco,170.0,5.0,True,Alec Mazo,Actor/Actress,29,Pennsylvania,United States,1st Place,1,999,-0.7122552043405326,130.0,40.0,True,4.110873864173305,4.3819360502876705,0.2473952149072505,0.24739521490725053,0.2473952149072505,-2.7755575615628914e-17
1,3,Kelly Monaco,210.0,4.0,True,Alec Mazo,Actor/Actress,29,Pennsylvania,United States,1st Place,1,999,0.3425943549137659,150.0,40.0,False,3.9318256327243177,3.521937574212884,0.27825083114081894,0.27825083114081894,0.2782508311408189,-5.551115123125783e-17
1,4,Kelly Monaco,260.0,1.0,True,Alec Mazo,Actor/Actress,29,Pennsylvania,United States,1st Place,1,999,0.8819745257739878,170.0,50.0,False,3.7135720667043017,2.0902447018190604,0.30693703023278585,0.3069370302327858,0.30693703023278585,5.551115123125783e-17
1,1,Rachel Hunter,200.0,1.0,True,Jonathan Roberts,Model,35,,New Zealand,Eliminated Week 4,4,4,0.675469782334978,0.0,,False,0.0,-1.5979295069099835,0.14509051828151698,0.14509051828151698,0.14509051828151695,-2.7755575615628914e-17
1,2,Rachel Hunter,240.0,2.0,True,Jonathan Roberts,Model,35,,New Zealand,Eliminated Week 4,4,4,0.8622036684122242,200.0,40.0,False,0.0,-1.2612319480590302,0.1407056779636582,0.14070567796365824,0.14070567796365824,0.0
1,3,Rachel Hunter,260.0,1.0,True,Jonathan Roberts,Model,35,,New Zealand,Eliminated Week 4,4,4,0.8564858872844147,220.0,20.0,False,-0.38946476676172315,-1.9927057882042374,0.16030185649682283,0.16030185649682283,0.16030185649682283,0.0
1,4,Rachel Hunter,250.00000000000003,2.0,True,Jonathan Roberts,Model,35,,New Zealand,Eliminated Week 4,4,4,0.7992894139826767,233.33333333333331,-9.999999999999972,False,-1.0360919316867756,-2.2692570669584655,0.19848081318197552,0.1984808131819755,0.1984808131819755,0.0
1,1,Trista Sutter,180.0,2.0,True,Louis van Amstel,TV Personality,32,Indiana,United States,Eliminated Week 2,6,2,-0.0614063438486339,0.0,,True,-1.533930359925955,-2.5477528640998086,0.1319437210435618,0.13194372104356183,0.1319437210435618,-2.7755575615628914e-17
1,2,Trista Sutter,190.0,4.0,True,Louis van Amstel,TV Personality,32,Indiana,United States,Eliminated Week 2,6,2,-0.2624098121254593,180.0,10.0,False,-1.533930359925955,-1.743303962257592,0.1340835505202972,0.1340835505202972,0.1340835505202972,0.0
2,1,Drew Lachey,240.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,1.086099282057325,0.0,,False,4.615120516841263,2.8859600750503382,0.12691963011321794,0.1269196301132179,0.1269196301132179,0.0
2,2,Drew Lachey,270.0,2.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,0.8660254037844386,240.0,30.0,False,4.510859506516856,3.2579586402178973,0.1474489802299555,0.1474489802299555,0.14744898022995553,2.7755575615628914e-17
2,3,Drew Lachey,270.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,0.846954683255164,255.0,0.0,False,4.394449154672438,2.802612554805535,0.1655438155022041,0.16554381550220412,0.16554381550220412,0.0
2,4,Drew Lachey,280.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,0.9977531238117472,260.0,10.0,False,4.262679877041311,2.623844448264778,0.18570218910160327,0.1857021891016033,0.1857021891016033,0.0
2,5,Drew Lachey,270.0,2.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,0.9030309191831164,265.0,-10.0,False,4.110873864173305,2.852116880054046,0.2191080230491434,0.2191080230491434,0.2191080230491434,0.0
2,6,Drew Lachey,300.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,1.174975585083856,266.0,30.0,False,3.9318256327243177,2.237785471667685,0.2591258063714988,0.2591258063714988,0.25912580637149873,-5.551115123125783e-17
2,7,Drew Lachey,275.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,1.29969508913473,271.6666666666667,-25.0,False,3.7135720667043017,1.9810267152078858,0.3156506375858628,0.3156506375858628,0.31565063758586287,5.551115123125783e-17
