week,actual,predicted,ci_lower,ci_upper,interval_width,covered,n_samples
1,2,2.745071229516849,1.0785299090434475,4.4116125499902505,3.3330826409468033,True,421
1,1,0.792603548243223,-0.5998141922491589,2.185021288735605,2.784835480984764,True,421
1,5,5.971532807151039,4.7352266514686345,7.207838962833444,2.4726123113648093,True,421
1,4,6.284544784612038,5.10920335413451,7.459886215089566,2.3506828609550556,False,421
1,3,2.648769937914996,1.0526270877947463,4.244912788035245,3.192285700240499,True,421
1,6,5.648794564576229,4.1307618978254546,7.166827231327003,3.036065333501549,True,421
1,9,11.368819223261088,9.802255677608938,12.935382768913238,3.1331270913042992,False,421
1,6,7.151152093729364,5.8691081894952015,8.433195997963526,2.564087808468325,True,421
1,5,4.295788421097572,3.0581172129076366,5.533459629287507,2.4753424163798705,True,421
1,4,4.8138400653789475,3.6467471890686878,5.980932941689208,2.33418575262052,True,421
1,3,2.3048734607813066,0.943099735046018,3.6666471865165953,2.7235474514705773,True,421
1,2,1.3014053696446148,-0.19902027693983593,2.8018310162290656,3.0008512931689015,True,421
1,8,8.362943407349052,6.977036690554606,9.748850124143496,2.77181343358889,True,421
1,7,4.130079633013303,2.717969161520889,5.542190104505718,2.8242209429848284,False,421
1,1,-1.5873767487695494,-3.269852685779594,0.09509918824049546,3.3649518740200897,False,421
1,10,9.156568706138541,7.7961460389097095,10.516991373367373,2.720845334457664,True,421
1,9,7.480753319498364,6.024315408778446,8.93719123021828,2.912875821439834,False,421
1,8,8.47137099889291,6.858708020178208,10.084033977607612,3.225325957429405,True,421
1,4,2.6379638867181834,1.2495667681600608,4.026361005276306,2.7767942371162455,True,421
1,3,0.8815444479970629,-0.6375177803349521,2.400606676329078,3.03812445666403,False,421
1,2,4.198473153382331,2.5402104447817164,5.856735861982945,3.3165254172012286,False,421
1,1,0.6613355492701964,-1.0474200653687977,2.3700911639091906,3.4175112292779883,True,421
1,10,10.101292307031885,8.857421070413663,11.345163543650107,2.4877424732364446,True,421
1,7,4.862877720679815,3.167407956502922,6.558347484856707,3.390939528353785,False,421
1,6,5.183425913212226,3.7396598740881464,6.627191952336305,2.8875320782481584,True,421
1,5,5.166383884564799,3.858107635610269,6.474660133519329,2.61655249790906,True,421
1,11,9.273509633866546,7.848850319085846,10.698168948647245,2.849318629561399,False,421
1,6,6.563547027518508,4.837114822236455,8.289979232800562,3.452864410564107,True,421
1,4,3.0990419651217924,1.6549852160019232,4.543098714241662,2.888113498239739,True,421
1,8,7.562459375310085,6.213335942416855,8.911582808203315,2.6982468657864604,True,421
1,3,2.097440081655905,0.5718231867217483,3.6230569765900613,3.051233789868313,True,421
1,1,3.7784172767634066,2.4806262482845733,5.07620830524224,2.5955820569576664,False,421
1,10,9.9797541628931,8.77713734147548,11.182370984310719,2.4052336428352383,True,421
1,11,9.41343360656615,8.180102621005913,10.646764592126386,2.466661971120473,False,421
1,7,8.233817368154783,7.0009694787852474,9.466665257524319,2.4656957787390716,False,421
1,5,3.1687345250434666,1.9220655646020106,4.415403485484923,2.4933379208829125,False,421
1,2,2.313295392507133,1.0742015171522414,3.552389267862025,2.4781877507097834,True,421
1,9,6.060494814180337,4.5305480453576745,7.590441583002999,3.0598935376453245,False,421
1,5,3.0077209266523544,1.7436850644237831,4.271756788880926,2.528071724457143,False,421
1,6,6.295291853803685,4.936368607664727,7.654215099942643,2.717846492277916,True,421
1,7,8.107699869993116,6.4294937845209,9.785905955465331,3.3564121709444317,True,421
1,4,4.257052421784956,2.8238039781926654,5.690300865377247,2.8664968871845815,True,421
1,9,8.82652757641764,7.281122459901124,10.371932692934154,3.0908102330330296,True,421
1,12,11.548344456616066,10.289847144566588,12.806841768665544,2.516994624098956,True,421
1,11,8.78221701444886,7.5121509095523695,10.052283119345349,2.5401322097929793,False,421
1,1,-0.0797663125920629,-1.2621095309491097,1.102576905764984,2.3646864367140936,True,421
1,2,1.3090418435603186,0.05250546368717779,2.5655782234334596,2.513072759746282,True,421
1,10,11.585683339328373,10.265620002915858,12.905746675740888,2.64012667282503,False,421
1,3,3.5154274343526923,2.25421269379503,4.7766421749103545,2.5224294811153243,True,421
1,8,5.355439766955899,4.145384765732645,6.565494768179153,2.420110002446508,False,421
1,3,3.4861259540921923,2.257570906101244,4.7146810020831404,2.4571100959818963,True,421
1,10,9.422376579375525,7.996765413095233,10.847987745655818,2.851222332560585,True,421
1,8,6.984616999541062,5.706414332011306,8.262819667070818,2.5564053350595124,True,421
1,7,7.917514433261302,6.547814093760784,9.287214772761821,2.7394006790010375,True,421
